ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1596,0.7569,NA,NA,11390,1.102,2881,1.255,1693,1.222,11380,2.89,47.5,0.8735
2349,0.7396,NA,NA,13130,0.9888,3026,1.373,1679,1.506,14530,2.333,54.16,0.7763
3074,0.6971,NA,NA,38600,0.7444,3048,1.027,1876,1.417,6886,4.122,60.71,0.9379
2728,0.6186,NA,NA,77680,0.5351,3034,1.488,1955,1.649,7879000,3.742,58.82,0.7839
4066,0.5803,NA,NA,31860,0.6914,2858,1.889,1700,1.37,1.111e+09,0.7621,56.11,0.825
3003,0.5937,NA,NA,30390,0.6393,3577,1.004,1704,1.402,371300000,5.313,50.81,0.9369
2997,0.6937,NA,NA,110600,0.5287,3137,1.001,1607,1.638,7699000,2.208,52.56,0.8624
1850,0.918,NA,NA,23820,0.6268,3155,0.9983,1943,1.352,9118,4.369,46.98,0.9446
3158,0.8072,NA,NA,50600,0.5856,2996,1.188,1883,1.338,138100000,1.115,51.18,0.8429
3219,0.5059,NA,NA,59860,0.5682,2496,1.434,1857,1.582,391600000,4.146,51.65,1.026
1982,0.9043,NA,NA,16860,1.031,2490,1.008,1870,1.309,489100000,2.012,48.86,0.9209
3529,0.7241,NA,NA,47960,0.5832,3011,1.38,1850,1.372,2.293e+09,0.5594,43.47,0.822
2834,0.5002,NA,NA,30410,0.7359,3225,1.132,1545,1.638,5727,6.444,50.82,0.9234
2914,0.5851,NA,NA,27880,0.7546,3116,1.098,1990,1.328,5727,6.444,46.69,0.7865
2875,0.5699,NA,NA,36840,0.5925,3054,0.8603,1563,1.426,4998,6.581,57.57,0.9731
3630,0.5066,NA,NA,26150,0.7062,3274,1.341,1915,1.508,5735,6.923,49.85,0.9761
2735,0.7777,NA,NA,43810,0.6473,2824,1.262,1949,1.198,5019,7.296,51.25,0.9634
3128,0.5688,NA,NA,65120,0.6118,2820,1.003,1842,1.487,5019,7.296,45.31,1
7451,0.5044,NA,NA,20840,0.7216,3887,1.133,1883,1.321,74590,1.212,47.83,0.8314
3003,0.5781,NA,NA,17710,0.8667,3244,1.137,1791,1.606,14960,2.096,60.79,0.9362
2801,0.5453,NA,NA,93420,0.4808,2806,1.67,1680,1.534,14960,2.096,55.57,1.104
2239,0.7068,NA,NA,38180,0.6719,3230,1.66,2087,1.302,12950,2.778,53.75,1.231
1750,0.7552,NA,NA,142500,0.4811,2074,1.353,1728,1.665,9581,3.521,49.7,0.7537
4432,0.6063,NA,NA,106700,0.4949,2819,1.327,1976,1.388,6173,6.351,59.17,0.9959
2840,0.5884,NA,NA,37860,0.6034,4965,0.5846,1733,1.281,2383000,9.783,57.35,0.9519
3315,0.5096,NA,NA,454300,0.3862,3169,1.039,1726,1.283,29420,1.755,58.04,0.8624
3859,0.4507,NA,NA,165800,0.491,3886,1.032,1786,1.614,29420,1.755,52.63,0.9905
3493,0.6984,NA,NA,21850,0.7859,3071,1.121,2375,1.195,18990,1.871,57.47,0.8754
2378,0.6289,NA,NA,37870,0.6464,2865,1.161,1933,1.397,38780,1.403,54.98,1.139
2902,0.7123,NA,NA,14640,0.8262,2891,1.257,1669,1.543,244400,0.8589,49.97,1.026
2330,0.6863,NA,NA,42830,0.634,2907,1.066,1839,1.598,7873,3.616,60.27,0.7429
2796,0.5982,NA,NA,38290,0.7001,3310,0.9994,1691,1.509,12990,2.913,47.31,0.9774
2772,0.5436,NA,NA,17080,0.8504,3289,1.179,1559,1.361,37430,1.381,54.74,0.9016
2234,0.9138,NA,NA,40610,0.6602,3209,0.9891,1889,1.254,123100,1.047,54.77,0.891
3379,0.5919,NA,NA,31250,0.806,3389,1.287,1852,1.014,123100,1.047,48.17,0.7577
2449,0.7015,NA,NA,54860,0.5431,2417,1.69,1601,1.334,403200,0.8757,51.53,0.9864
3285,0.6336,NA,NA,19860,0.7557,2694,1.881,1911,1.5,190000,0.9146,51.43,0.904
2459,0.7292,NA,NA,13320,0.8077,2757,1.469,2023,1.68,79050,1.205,41.16,0.9732
2759,0.8445,NA,NA,35820,0.6451,3253,1.198,1822,1.414,333700,0.786,49.63,0.8533
3194,0.5245,NA,NA,16050,0.8986,3152,1.157,1886,1.264,18680,2.89,47.08,0.9568
2602,0.7901,NA,NA,14130,0.9275,3281,0.9329,1855,1.302,18770,2.73,56.02,1.003
2559,0.6623,NA,NA,26860,0.7111,3635,0.9868,1897,1.401,13420,2.637,51.71,0.9796
2266,0.7086,NA,NA,62380,0.5819,3439,1.135,1921,1.492,17560,2.124,55.02,0.8971
2689,0.6139,NA,NA,16320,0.877,3063,1.14,1706,1.626,11020,2.946,55.43,0.9032
2708,0.6419,NA,NA,70380,0.5601,3106,1.164,1721,1.354,649200000,5.229,57.33,1.066
2500,0.7313,NA,NA,18550,0.8038,2616,1.035,1781,1.381,2.489e+09,8.176,53.32,0.9625
2844,0.6713,NA,NA,52320,0.5946,3491,1.096,1848,1.57,25880,2.418,53.53,0.9832
2191,0.8006,NA,NA,59520,0.5455,2366,1.239,1770,1.393,4441000,7.436,37.95,0.8525
2984,0.655,NA,NA,116500,0.523,3544,1.051,1756,1.496,691200,0.9028,46.62,1.006
3193,0.6024,NA,NA,180000,0.445,2913,0.9757,1785,1.626,8.043e+09,0.4565,46.22,1.089
4178,0.4357,NA,NA,111000,0.5166,2686,1.032,1773,1.319,9.475e+09,0.424,62.07,1.202
3359,0.6201,NA,NA,59770,0.558,3545,0.8239,1737,1.449,12480,3.18,56.65,0.8422
2041,0.7514,NA,NA,25120,0.8192,2889,1.386,1882,1.457,55050000,8.202,56.71,1.046
3193,0.7084,NA,NA,66250,0.5366,2568,1.422,1727,1.505,4841000,5.27,48.76,0.8583
2580,0.7346,NA,NA,46420,0.6532,2984,1.179,1741,1.562,2.032e+09,6.732,56.77,0.9545
4411,0.5449,NA,NA,49630,0.6296,3118,1.17,1700,1.174,2.239e+09,8.164,53.74,0.9601
2467,0.6747,NA,NA,20550,0.8112,2567,1.246,1702,1.715,292200000,8.418,56.45,0.7988
3121,0.662,NA,NA,49150,0.6168,2813,1.173,1668,1.367,36490000,0.3954,50.83,0.9007
2743,0.6032,NA,NA,28080,0.7604,3107,1.148,1834,1.167,36490000,0.3954,45.12,0.8039
2247,0.5871,NA,NA,15450,0.9008,3012,1.086,2011,1.484,36490000,0.3954,51.44,0.9984
2547,0.6645,NA,NA,78030,0.5272,2734,1.453,1883,1.56,4301000,3.308,45.41,0.9366
2895,0.7213,NA,NA,66890,0.5895,2737,1.63,1846,1.412,82580000,9.821,44.27,1.032
3011,0.5518,NA,NA,65830,0.5787,3087,1.093,1981,1.204,1321000,0.6037,48.93,0.9625
2610,0.7711,NA,NA,121800,0.4757,2957,1.757,1743,1.403,99140,7.542,45.39,1.054
2283,0.6943,NA,NA,99050,0.5099,2562,1.36,1859,1.123,72850000,0.7822,57.23,0.8806
2332,0.766,NA,NA,64510,0.5152,2872,1.072,2059,1.265,869300,0.6775,54.68,0.8723
1978,0.7371,NA,NA,28800,0.6693,2491,1.54,1949,1.715,2918000,0.5763,41.57,0.8454
4972,0.4482,NA,NA,18180,0.8595,3078,1.081,1582,1.602,2918000,0.5763,56.48,0.8753
2558,0.772,NA,NA,22940,0.8568,3106,1.342,1772,1.504,464700,0.7573,52.5,0.7716
3118,0.5977,NA,NA,17450,0.9368,2796,1.676,1571,1.592,469700,0.8069,51.76,0.9964
2966,0.7099,NA,NA,20580,0.9333,2485,1.083,1617,1.497,448800,9.84,60.83,0.9302
3485,0.6089,NA,NA,9015,1.143,2882,1.377,1701,1.817,468300000,8.259,53.45,0.9924
2817,0.4439,NA,NA,140700,0.424,2758,1.198,2042,1.214,215900000,7.793,59.28,0.7563
4280,0.5556,NA,NA,34140,0.7273,3168,1.212,1626,1.66,29110,2.901,50.5,0.9465
2489,0.6312,NA,NA,16990,0.8481,3329,0.842,2067,1.369,1.943e+09,8.406,50.2,0.8013
2925,0.6287,NA,NA,19920,0.9967,3479,0.8834,1650,1.498,12340000,7.215,50.21,1.014
3190,0.5784,NA,NA,24170,0.7827,3129,1.147,1963,1.309,6782000,6.707,48.36,1.103
4522,0.4993,NA,NA,523700,0.3571,3112,1.025,1674,1.364,26900000,0.8233,54.9,0.9731
3490,0.6456,NA,NA,672300,0.3192,2776,1.143,1839,1.264,50400,1.612,54.69,0.8287
2187,1.005,NA,NA,523000,0.3318,3065,1.431,1602,1.274,372300,0.7963,38.9,0.8426
4576,0.4925,NA,NA,357700,0.3976,2696,1.064,1669,1.787,372300,0.7963,40.01,1.008
3961,0.4899,NA,NA,13290,0.8864,3018,1.171,1742,1.281,372300,0.7963,57.22,0.7671
2656,0.7182,NA,NA,29010,0.7199,3123,0.8541,1765,1.387,6816,4.666,56.23,0.9626
3362,0.5775,NA,NA,67900,0.6173,2868,1.253,1900,1.225,7222,3.959,47.02,1.02
2862,0.485,NA,NA,14780,0.9619,2796,1.545,1887,1.486,129100,0.9429,50.3,1.242
3794,0.4965,NA,NA,22840,0.7242,2565,1.298,1769,1.322,70540,1.226,50.26,0.9246
3895,0.5886,NA,NA,50730,0.5499,2818,1.223,1780,1.352,20900,1.991,51.21,0.8649
2872,0.6496,NA,NA,13480,1.12,3053,0.8971,1798,1.297,16300,2.319,44.81,0.8383
2493,0.697,NA,NA,14650,0.9372,2552,1.206,1673,1.329,40180,1.643,54.76,0.8434
2296,0.7018,NA,NA,11660,1.122,3680,1.072,1740,1.399,181100,0.9404,42.6,0.9424
3274,0.624,NA,NA,24770,0.8013,3204,1.438,1812,1.145,134500,1.118,53.91,0.995
2356,0.7561,NA,NA,18120,0.8373,3022,1.475,2023,1.973,72970,1.075,57.33,0.9003
1787,0.8125,NA,NA,9522,1.339,3668,0.7902,1984,1.632,72970,1.075,52.29,0.7877
2623,0.5566,NA,NA,38890,0.6463,3035,1.351,1810,1.562,1649000,0.6466,45.07,0.8922
2984,0.7439,NA,NA,29730,0.6714,2912,1.467,1805,1.427,662500,0.6703,51.54,0.865
3450,0.5731,NA,NA,40080,0.5988,2819,1.221,1749,1.267,662500,0.6703,51.16,0.8897
2288,0.6747,NA,NA,38820,0.6589,2472,1.518,1893,1.444,1934000,0.6965,46.13,0.8632
2313,0.6444,NA,NA,12410,1.023,3338,1.057,2083,1.15,2330000,1.794,68.03,0.9341
2324,0.8473,NA,NA,20150,0.8405,3976,1.066,1913,1.402,1.656e+09,0.3488,59.2,0.9038
2663,0.8617,NA,NA,11840,0.9821,3147,0.9486,2114,1.472,1.656e+09,0.3488,56.16,0.8114
3346,0.8324,NA,NA,231100,0.4256,2609,1.203,1678,1.292,2.96e+09,0.3048,54.38,0.8135
2361,0.9844,NA,NA,121000,0.6565,2606,1.448,1887,1.413,26890000,5.172,45.43,0.8992
2367,0.8516,NA,NA,215600,0.4507,2997,1.25,1770,1.413,97490,6.917,60.77,0.9757
2704,0.5826,NA,NA,57510,0.5544,3494,0.9948,1572,1.102,92870,4.062,50.08,1.073
2622,0.5503,NA,NA,16600,0.9406,2656,1.382,1704,1.503,58950,2.152,55.26,0.7652
2588,0.6708,NA,NA,15490,0.9594,3084,1.457,1655,1.69,93110,1.246,49.32,1.046
2617,0.6413,NA,NA,25470,0.7203,3242,1.059,1929,1.152,13870,3.135,54.87,0.8634
2989,0.7125,NA,NA,35700,0.6521,2692,1.17,1802,1.227,6507,5.575,44.28,0.7408
2554,0.7049,NA,NA,25150,0.7268,3172,0.8993,1750,1.413,7668,4.34,55.98,0.8148
2631,0.6567,NA,NA,19050,0.8561,3086,1.001,1928,1.43,5939,5.694,64.94,0.8818
2470,0.5978,NA,NA,10840,1.02,2813,1.173,1762,1.511,8364,4.89,49.57,0.8426
2641,0.6867,NA,NA,17140,0.8677,3247,1.053,1687,1.213,6162,5.752,47.57,0.9444
2566,0.6723,NA,NA,25030,0.9151,2951,1.335,1825,1.377,6162,5.752,48.28,1.095
2905,0.6808,NA,NA,11990,1.05,2949,1.411,1684,1.48,6162,5.752,56.28,0.9119
5047,0.4887,NA,NA,28100,0.6561,2915,0.8525,1719,1.646,4331,9.435,53.4,0.9903
2530,0.6193,NA,NA,16400,0.8992,2859,1.18,2069,1.289,4331,9.435,52.46,0.9566
2238,0.5668,NA,NA,138800,0.4409,2983,0.8447,1818,1.627,4822,8.685,49.92,0.9399
3099,0.8033,NA,NA,80720,0.5336,2630,1.283,1830,1.408,4930,9.438,46.36,1.045
2567,0.7328,NA,NA,107000,0.4849,3126,0.9322,1932,1.475,4930,9.438,54.34,1.094
3164,0.583,NA,NA,29760,0.7512,2630,1.48,1877,1.651,4619,8.645,50.93,0.816
2832,0.6681,NA,NA,38550,0.7087,3020,1.212,1784,1.614,4914,7.52,58.32,0.8715
2439,0.6813,NA,NA,23950,0.7545,3987,0.8368,1833,1.569,4914,7.52,49.75,0.9102
2892,0.6141,NA,NA,42820,0.618,3419,1.087,1821,1.317,5083,7.033,53.88,0.8865
3133,0.5366,NA,NA,23560,0.7771,3000,1.17,1697,1.481,75050,7.509,44.84,0.8991
2159,0.8914,NA,NA,22430,0.7865,2676,1.246,1810,1.459,40200000,2.093,55.11,0.9225
3125,0.5112,NA,NA,23400,0.7915,2924,1.565,1837,1.433,1.239e+09,7.357,52.7,1.037
4642,0.5584,NA,NA,72680,0.5836,2462,1.479,1903,1.353,7.493e+09,6.595,51.99,0.9239
3499,0.704,NA,NA,54990,0.5838,2824,1.185,2054,1.828,56730,8.365,54.65,0.9331
4111,0.5232,NA,NA,36910,0.588,3189,1.048,1841,1.67,23690000,6.511,50.86,1.122
2965,0.6695,NA,NA,27210,0.7056,3216,1.049,1974,1.696,84210000,5.732,50.66,0.839
3317,0.5964,NA,NA,13070,0.9238,3157,1.004,1809,1.443,416800000,9.951,52.53,0.851
3289,0.7458,NA,NA,12400,1.19,2666,1.852,1906,1.242,790300,8.714,56.68,0.8539
3081,0.6634,NA,NA,16360,0.9673,2727,1.083,1736,1.512,683200,1.929,55.73,0.8954
4387,0.4672,NA,NA,39420,0.6219,3165,0.9488,1773,1.286,5.185e+09,4.444,58.52,0.9337
3604,0.5021,NA,NA,28850,0.715,2712,1.232,1990,1.305,8897000,1.706,63.78,0.9551
2784,0.5383,NA,NA,18400,0.8468,2970,1.292,2000,1.375,3.092e+09,5.118,49.05,0.934
2078,0.6866,NA,NA,49170,0.6562,3087,1.283,1704,1.305,1036000,8.256,50.38,0.7994
2408,0.7307,NA,NA,88950,0.5208,3027,1.079,1711,1.532,26450,6.193,51.29,0.8974
2624,0.7967,NA,NA,78720,0.5626,2873,1.254,1907,1.471,955900,1.211,48.62,0.937
2785,0.6613,NA,NA,44510,0.6361,2822,1.355,1808,1.404,7500,5.103,54.26,0.9715
2976,0.591,NA,NA,22720,0.8001,2754,1.586,1841,1.452,20670000,5.138,47.92,0.9183
2661,0.65,NA,NA,20440,0.7284,2823,0.9311,1692,1.328,9.967e+09,8.502,59.08,0.8182
2707,0.7982,NA,NA,30620,0.7157,2790,1.412,2138,1.718,18870000,5.289,58.03,0.8578
3202,0.457,NA,NA,91760,0.5978,2755,1.617,1871,1.782,34730000,0.4024,53.24,0.9317
2477,0.6764,NA,NA,21280,0.7495,2904,1.038,1817,1.644,5492,9.179,46.79,1.138
3073,0.6475,NA,NA,30200,0.6566,2432,1.403,1732,1.573,5191,9.276,56.55,0.7938
2465,0.6371,NA,NA,113600,0.503,2725,1.125,1894,1.511,5191,9.276,44.1,0.8381
1809,0.9298,NA,NA,24290,0.8576,2782,1.041,1533,1.412,4581,9.38,52.91,0.9548
2401,0.7,NA,NA,66560,0.5453,2575,1.37,1651,1.563,4255,9.951,55.87,0.8704
2639,0.8996,NA,NA,34430,0.8059,2663,1.38,1472,1.307,4620,8.811,47.63,0.9436
3580,0.5664,NA,NA,10290,1.153,2815,1.216,1673,1.755,4711,9.469,48.54,0.9957
4214,0.5179,NA,NA,695300,0.3823,2986,1.064,1848,1.579,4560,8.788,46.99,0.7464
2763,0.7378,NA,NA,24510,0.7654,3200,0.9474,1732,1.386,4766,9.157,42.77,1.016
2632,0.6551,NA,NA,28460,0.6608,2658,0.9173,1827,1.318,4624,8.302,40.52,0.8405
2354,0.6458,NA,NA,29840,0.8963,2804,1.209,1647,1.598,4624,8.302,51.59,0.968
3453,0.4506,NA,NA,31250,0.6946,3002,1.395,1651,1.577,452000,3.467,43.87,1.087
2410,0.6119,NA,NA,68190,0.5527,3572,0.8656,1735,1.351,57440000,5.851,41.64,0.9959
2448,0.886,NA,NA,39050,0.6539,3159,1.231,1756,1.445,6270000,6.207,45.8,0.9722
2448,0.7164,NA,NA,42190,0.5943,2935,1.583,1591,1.894,4087000,5.598,47.03,1.039
4125,0.4835,NA,NA,25190,0.7862,2606,1.164,1693,1.589,215400000,3.18,49.21,0.8731
4341,0.5862,NA,NA,56710,0.6035,2454,1.319,1889,1.307,396500,2.493,51.39,0.8493
3436,0.6334,NA,NA,40420,0.6165,2429,0.9985,1865,1.474,65370,1.339,59.03,1.225
2020,0.9872,NA,NA,20120,0.7464,3121,1.111,1955,1.511,65370,1.339,51.69,0.7967
2492,0.9214,NA,NA,31260,0.7399,3209,0.9447,1860,1.598,52830,1.245,57.84,0.9457
2675,0.5241,NA,NA,721200,0.3442,3014,0.9568,1656,1.395,45030,1.318,48.62,0.8391
3941,0.524,NA,NA,27840,0.7358,3113,1.182,1730,1.351,162500,1.229,49.35,1.03
2064,0.919,NA,NA,32280,0.6317,3713,0.8736,1823,1.323,26490,1.639,51.52,0.9809
3495,0.5199,NA,NA,18420,0.791,3384,1.249,1822,1.33,14880,2.066,47.97,0.96
2862,0.5226,NA,NA,16210,0.8536,3851,0.9356,1785,1.361,26700,1.559,58.22,1.149
3190,0.7867,NA,NA,24240,0.7318,3392,1.509,1746,1.533,14580,2.933,56.07,0.9467
2902,0.6903,NA,NA,29180,0.5965,2799,1.216,1631,1.171,8003,4.35,52.96,1.206
2199,0.6626,NA,NA,17150,0.7812,3487,0.8433,1853,1.23,4306,9.957,45.53,0.8765
3545,0.9181,NA,NA,17030,0.9424,3088,0.9689,1954,1.522,4306,9.957,57.84,0.9585
2593,0.8659,NA,NA,21570,0.8261,2771,1.182,1888,1.381,4306,9.957,55.62,1.102
2971,0.6902,NA,NA,20870,0.8402,3205,1.071,1895,1.259,4306,9.957,62.77,0.9304
3568,0.492,NA,NA,28600,0.6264,3405,1.101,1864,1.241,6979,4.374,54.04,0.9691
2568,0.7415,NA,NA,62210,0.5698,2658,1.775,1690,1.438,7314,3.994,49.15,0.8671
1975,0.8301,NA,NA,25190,0.743,3393,0.9786,1708,1.413,187200,3.749,37.31,0.7699
3286,0.6147,NA,NA,22710,0.8297,2598,1.163,1713,1.347,18330,2.091,58.11,0.8263
2115,0.7265,NA,NA,21060,0.9322,2526,1.451,2060,1.169,18330,2.091,54.02,0.951
7612,0.4332,NA,NA,39890,0.712,2436,1.418,1774,1.221,11410,2.544,39.36,0.8248
5690,0.4194,NA,NA,59810,0.6053,2960,1.65,2328,1.391,13220,2.504,53.07,0.8675
2643,0.799,NA,NA,26380,0.778,2693,1.38,1646,2.125,21910,1.879,48.59,1.06
2691,0.718,NA,NA,34160,0.6779,3885,1.159,1861,2,8892,3.902,61.29,0.8931
3582,0.562,NA,NA,31550,0.7546,2474,1.048,1704,1.807,8892,3.902,51.22,0.971
3218,0.6555,NA,NA,61960,0.4967,3047,1.048,1836,1.622,16040,2.243,47.84,0.8834
2342,0.6888,NA,NA,20480,0.8539,2384,0.9622,1888,1.338,694500,2.823,46.73,1.032
3527,0.5369,NA,NA,28510,0.7092,2929,1.076,1775,1.2,655900000,6.773,52.24,1.081
2169,1.138,NA,NA,12860,1.065,2877,1.238,1694,1.342,6338,4.546,56.89,0.8924
2683,0.5596,NA,NA,24890,0.8331,2783,1.497,1908,1.42,77840,8.818,49.13,0.726
3256,0.6243,NA,NA,10950,1.201,2878,1.355,2108,1.443,9.418e+09,2.613,48.89,0.9079
2691,0.7576,NA,NA,46940,0.6352,2987,1.155,1775,1.5,414700000,6.927,47.4,0.9665
2230,0.6739,NA,NA,23330,0.8637,4029,0.8262,1795,1.344,3999000,0.9841,57.98,0.8692
2583,0.6493,NA,NA,230400,0.4146,2690,1.091,1767,1.443,1.377e+09,2.548,51.34,0.8971
2175,0.7862,NA,NA,40650,0.6165,3019,1.284,1458,1.676,2.419e+09,0.2867,52.95,0.9223
2703,0.6792,NA,NA,49940,0.6206,2961,1.307,1530,1.588,408200000,0.3673,47.28,0.9533
3882,0.6621,NA,NA,443100,0.3426,2885,1.147,1917,1.655,242100000,0.3738,56.38,0.7539
2894,0.8104,NA,NA,83070,0.4903,3373,1.372,1858,1.587,242100000,0.3738,42.07,0.8751
5651,0.3328,NA,NA,26670,0.7329,2898,1.25,2118,1.139,242100000,0.3738,55.97,0.9458
3137,0.5775,NA,NA,31490,0.6957,2851,1.012,1692,1.387,533600,3.334,50.67,0.9203
3253,0.8084,NA,NA,23050,0.768,3324,0.8942,1987,1.327,20190,2.817,47.68,0.7578
3591,0.5074,NA,NA,33230,0.7054,3783,0.8279,1637,1.337,36800,1.453,57.49,1.016
1878,0.7037,NA,NA,25010,0.7658,2735,1.215,1842,1.549,6388,4.529,45.35,0.9073
2497,0.6438,NA,NA,48730,0.6796,3329,1.145,1936,1.189,6861,5.611,52.65,0.9941
2459,0.6604,NA,NA,24340,0.6902,3162,1.22,1753,1.636,6861,5.611,45.55,0.7146
3216,0.5556,NA,NA,18100,0.7922,2841,1.182,1990,1.509,5269,7.202,58.47,0.9804
3100,0.6474,NA,NA,45050,0.5643,2966,1.041,2041,1.279,5269,7.202,56.33,0.9281
3343,0.5756,NA,NA,39270,0.6913,3472,1.437,1710,1.665,5454,6.375,51.68,0.9647
2437,0.5913,NA,NA,9339,1.24,3234,0.8573,1730,1.356,5073,6.923,44.28,0.8777
2753,0.6024,NA,NA,13480,1.11,2998,1.243,1862,1.485,5073,6.923,48.31,1.075
7661,0.6571,NA,NA,26210,0.6383,2472,1.514,1844,1.493,26870,3.638,45.99,1.129
3435,0.4885,NA,NA,18880,0.8012,3714,0.8007,1702,1.481,79050,2.181,54.97,0.9596
3514,0.6514,NA,NA,27250,0.6489,2689,1.421,1743,1.541,4468,8.767,57.02,0.9615
3386,0.6593,NA,NA,8477,1.001,2708,1.077,2005,1.323,24950,8.601,62.5,0.9217
3116,0.5692,NA,NA,19820,0.8801,2856,1.136,2065,1.264,297500,9.958,47.49,0.8814
2853,0.8435,NA,NA,37950,0.6886,3153,1.336,1558,1.182,32300000,9.7,50.32,0.892
3580,0.5928,NA,NA,24960,0.7405,2809,1.012,1806,1.405,5.881e+09,4.777,53.39,1.115
3536,0.7915,NA,NA,14480,0.918,2887,1.092,1680,1.38,51380000,7.028,44.84,1.018
3439,0.5714,NA,NA,14670,1.192,2942,1.514,1978,1.303,816500,4.222,56.98,0.9754
2313,0.8322,NA,NA,26440,0.7978,2661,1.518,1850,1.281,47810000,2.348,57.11,0.8653
2270,0.8179,NA,NA,20480,0.6834,2674,1.846,1720,1.285,2692000,8.953,46.08,0.9152
2182,0.8014,NA,NA,17680,0.9546,3265,1.379,1827,1.301,2.351e+09,2.748,44.26,1.038
3092,0.6793,NA,NA,105200,0.5089,3407,0.9484,1875,1.321,5.357e+09,3.841,50.55,0.7938
3338,0.6133,NA,NA,30820,0.629,3203,1.446,1698,1.275,20610000,0.8829,45.79,0.8782
2885,0.576,NA,NA,55580,0.6303,2906,1.451,1662,1.533,7941,4.243,48.47,0.9404
